# ATENCAO: todos os fluxos deste arquivo sao SUPOSICOES; nao sao dados reais da Amanda nem das empresas citadas.
# O caso central reaproveita tickets, cadencias e dispersoes sinteticas de motor/arquetipos.py.
# Os casos baixo e alto aplicam 0,5x e 2,0x ao volume central; esses multiplicadores nao vieram de dados observados.
# Wise, Nomad, AstroPay e BCB sao referencias publicas de escala, nao fontes do fluxo projetado.
# Cada Ordem continua sendo a posicao liquida que o cliente decidiu enviar; nao ha autonetting adicional.
cenario_custo,nome_mix,n_clientes,janela_dias,horizonte_dias,cenario_fluxo,descricao_custo,descricao_fluxo,multiplicador_fluxo,natureza_do_fluxo,n_sementes,volume_anual_central_brl_p10,volume_anual_central_brl_p50,volume_anual_central_brl_p90,volume_anual_assumido_brl_p10,volume_anual_assumido_brl_p50,volume_anual_assumido_brl_p90,economia_bps_escala_assumida_p10,economia_bps_escala_assumida_p50,economia_bps_escala_assumida_p90,economia_anual_assumida_brl_p10,economia_anual_assumida_brl_p50,economia_anual_assumida_brl_p90,fracao_economia_positiva
sem_spread,psp_dominante,12,7,365,central_1_0x,Retira integralmente o spread evitado.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,317340071.470000,337282452.430000,364750296.010000,160.380919,169.259502,176.535882,5277981.076320,5709311.689205,6205244.379200,1.000000
sem_spread,psp_dominante,12,7,365,alto_2_0x,Retira integralmente o spread evitado.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,634680142.940000,674564904.860000,729500592.020000,159.540063,168.337070,175.607145,10494942.618827,11356863.378438,12344208.758324,1.000000
sem_tarifa_fixa,psp_dominante,12,7,365,baixo_0_5x,Retira integralmente a tarifa fixa evitada.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,158670035.735000,168641226.215000,182375148.005000,179.580674,189.463905,197.711934,2951492.159008,3195325.329118,3473361.515728,1.000000
sem_tarifa_fixa,psp_dominante,12,7,365,central_1_0x,Retira integralmente a tarifa fixa evitada.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,317340071.470000,337282452.430000,364750296.010000,179.580674,189.463905,197.711934,5902984.318016,6390650.658236,6946723.031457,1.000000
sem_tarifa_fixa,psp_dominante,12,7,365,alto_2_0x,Retira integralmente a tarifa fixa evitada.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,634680142.940000,674564904.860000,729500592.020000,179.580674,189.463905,197.711934,11805968.636032,12781301.316472,13893446.062914,1.000000
iof_incerto_zero,psp_dominante,12,7,365,baixo_0_5x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,158670035.735000,168641226.215000,182375148.005000,106.218219,117.225301,127.793791,1750660.322962,1965498.155818,2213883.646172,1.000000
iof_incerto_zero,psp_dominante,12,7,365,central_1_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,317340071.470000,337282452.430000,364750296.010000,104.441156,115.366002,125.869977,3440400.661870,3866694.756408,4364567.295043,1.000000
iof_incerto_zero,psp_dominante,12,7,365,alto_2_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,634680142.940000,674564904.860000,729500592.020000,103.552625,114.421954,124.908070,6819881.339685,7668469.502197,8665934.592786,1.000000
piso_sem_componentes_incertos,psp_dominante,12,7,365,baixo_0_5x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,158670035.735000,168641226.215000,182375148.005000,80.996488,91.268407,101.434902,1341164.471663,1525226.390668,1754094.090666,1.000000
piso_sem_componentes_incertos,psp_dominante,12,7,365,central_1_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,317340071.470000,337282452.430000,364750296.010000,80.996488,91.268407,101.434902,2682328.943326,3050452.781337,3508188.181333,1.000000
piso_sem_componentes_incertos,psp_dominante,12,7,365,alto_2_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,634680142.940000,674564904.860000,729500592.020000,80.996488,91.268407,101.434902,5364657.886653,6100905.562673,7016376.362666,1.000000
carry_25bps,psp_dominante,12,7,365,baixo_0_5x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,158670035.735000,168641226.215000,182375148.005000,165.562995,174.708340,182.144262,2724171.197182,2944983.732866,3200382.908224,1.000000
carry_25bps,psp_dominante,12,7,365,central_1_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,317340071.470000,337282452.430000,364750296.010000,163.721955,172.782590,180.211742,5387822.402120,5828207.465761,6334485.816371,1.000000
carry_25bps,psp_dominante,12,7,365,alto_2_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,634680142.940000,674564904.860000,729500592.020000,162.881099,171.861982,179.285505,10714588.463042,11594654.931550,12602691.632666,1.000000
combinado_severo,psp_dominante,12,7,365,baixo_0_5x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,158670035.735000,168641226.215000,182375148.005000,62.710290,73.038513,82.525431,1047872.663194,1214922.073875,1423173.958626,1.000000
combinado_severo,psp_dominante,12,7,365,central_1_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,317340071.470000,337282452.430000,364750296.010000,62.710290,73.038513,82.525431,2095745.326387,2429844.147749,2846347.917252,1.000000
combinado_severo,psp_dominante,12,7,365,alto_2_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,634680142.940000,674564904.860000,729500592.020000,62.710290,73.038513,82.525431,4191490.652775,4859688.295498,5692695.834503,1.000000
sem_carry,psp_dominante,12,7,365,baixo_0_5x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,158670035.735000,168641226.215000,182375148.005000,186.385420,196.744415,205.118387,3067425.340307,3316533.034603,3604262.399384,1.000000
sem_carry,psp_dominante,12,7,365,central_1_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,317340071.470000,337282452.430000,364750296.010000,184.603430,194.801890,203.185867,6074330.688371,6571306.069235,7142244.798691,1.000000
sem_carry,psp_dominante,12,7,365,alto_2_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,317340071.470000,337282452.430000,364750296.010000,634680142.940000,674564904.860000,729500592.020000,183.762574,193.892682,202.275255,12087374.989385,13080852.138499,14218209.597305,1.000000
base_hipotetica,outbound_extremo,8,1,365,baixo_0_5x,Hipoteses atuais do modelo; ainda nao calibradas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,24.623046,29.913071,34.990249,325335.316342,390543.083438,459918.521140,1.000000
base_hipotetica,outbound_extremo,8,1,365,central_1_0x,Hipoteses atuais do modelo; ainda nao calibradas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,22.338154,27.574880,32.534841,590405.269159,719741.175223,855837.044503,1.000000
base_hipotetica,outbound_extremo,8,1,365,alto_2_0x,Hipoteses atuais do modelo; ainda nao calibradas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,21.208101,26.397920,31.399085,1118610.551108,1379602.337335,1649450.744326,1.000000
sem_spread,outbound_extremo,8,1,365,baixo_0_5x,Retira integralmente o spread evitado.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,20.134326,24.340904,28.222023,267423.042028,319428.459612,373569.843595,1.000000
sem_spread,outbound_extremo,8,1,365,central_1_0x,Retira integralmente o spread evitado.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,17.835641,22.019131,25.901566,474670.137626,577447.095425,687899.677712,1.000000
sem_spread,outbound_extremo,8,1,365,alto_2_0x,Retira integralmente o spread evitado.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,16.678717,20.832110,24.738250,890460.265366,1092374.199306,1316559.345945,1.000000
sem_tarifa_fixa,outbound_extremo,8,1,365,baixo_0_5x,Retira integralmente a tarifa fixa evitada.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,20.081681,25.201673,30.272599,264596.504564,329388.468551,397476.323128,1.000000
sem_tarifa_fixa,outbound_extremo,8,1,365,central_1_0x,Retira integralmente a tarifa fixa evitada.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,20.081681,25.201673,30.272599,529193.009127,658776.937102,794952.646256,1.000000
sem_tarifa_fixa,outbound_extremo,8,1,365,alto_2_0x,Retira integralmente a tarifa fixa evitada.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,20.081681,25.201673,30.272599,1058386.018255,1317553.874203,1589905.292512,1.000000
iof_incerto_zero,outbound_extremo,8,1,365,baixo_0_5x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,17.001789,20.217272,23.601158,225498.257970,265391.633486,307838.901990,1.000000
iof_incerto_zero,outbound_extremo,8,1,365,central_1_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,14.691828,17.931679,21.118375,390316.523195,470043.463430,554715.983152,1.000000
iof_incerto_zero,outbound_extremo,8,1,365,alto_2_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,13.510322,16.801658,19.928329,719953.053646,877164.303712,1046435.640188,1.000000
piso_sem_componentes_incertos,outbound_extremo,8,1,365,baixo_0_5x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,7.914025,10.009863,12.275124,105243.156807,130996.081515,158106.717668,1.000000
piso_sem_componentes_incertos,outbound_extremo,8,1,365,central_1_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,7.914025,10.009863,12.275124,210486.313614,261992.163030,316213.435335,1.000000
piso_sem_componentes_incertos,outbound_extremo,8,1,365,alto_2_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,7.914025,10.009863,12.275124,420972.627229,523984.326060,632426.870671,1.000000
carry_25bps,outbound_extremo,8,1,365,baixo_0_5x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,20.841702,25.209477,29.288170,277528.307714,331241.546117,388320.407722,1.000000
carry_25bps,outbound_extremo,8,1,365,central_1_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,18.590722,22.845924,26.962890,494216.618002,600755.933637,716274.608981,1.000000
carry_25bps,outbound_extremo,8,1,365,alto_2_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,17.473433,21.702701,25.832745,929593.240082,1139153.723592,1373022.232484,1.000000
combinado_severo,outbound_extremo,8,1,365,baixo_0_5x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,4.035045,5.354384,6.839511,53925.761545,69564.365930,88279.093105,1.000000
combinado_severo,outbound_extremo,8,1,365,central_1_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,4.035045,5.354384,6.839511,107851.523091,139128.731860,176558.186209,1.000000
combinado_severo,outbound_extremo,8,1,365,alto_2_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,4.035045,5.354384,6.839511,215703.046181,278257.463720,353116.372418,1.000000
sem_carry,outbound_extremo,8,1,365,baixo_0_5x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,25.333273,30.741049,36.009661,334546.789229,401499.427751,471913.638439,1.000000
sem_carry,outbound_extremo,8,1,365,central_1_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,23.050011,28.387128,33.596165,608032.429677,742278.855354,881358.850909,1.000000
sem_carry,outbound_extremo,8,1,365,alto_2_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,21.908870,27.241161,32.416270,1157224.863431,1423238.514183,1702998.315906,1.000000
base_hipotetica,outbound_extremo,8,7,365,baixo_0_5x,Hipoteses atuais do modelo; ainda nao calibradas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,24.718891,30.098030,35.226101,328117.023658,395180.719568,464825.119969,1.000000
base_hipotetica,outbound_extremo,8,7,365,central_1_0x,Hipoteses atuais do modelo; ainda nao calibradas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,22.490617,27.768631,32.812175,592870.396843,728921.100411,867330.248469,1.000000
base_hipotetica,outbound_extremo,8,7,365,alto_2_0x,Hipoteses atuais do modelo; ainda nao calibradas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,21.333693,26.632499,31.623826,1127660.790868,1396602.192965,1672340.505470,1.000000
sem_spread,outbound_extremo,8,7,365,baixo_0_5x,Retira integralmente o spread evitado.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,20.196555,24.574274,28.652199,269300.681802,322087.712871,379359.043137,1.000000
sem_spread,outbound_extremo,8,7,365,central_1_0x,Retira integralmente o spread evitado.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,17.987795,22.185056,26.242146,477937.533031,582034.531003,695751.670463,1.000000
sem_spread,outbound_extremo,8,7,365,alto_2_0x,Retira integralmente o spread evitado.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,16.914530,21.047145,25.057648,895755.066794,1102317.194492,1327983.333934,1.000000
sem_tarifa_fixa,outbound_extremo,8,7,365,baixo_0_5x,Retira integralmente a tarifa fixa evitada.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,20.176777,25.452459,30.439648,267157.479320,333714.153153,402505.178905,1.000000
sem_tarifa_fixa,outbound_extremo,8,7,365,central_1_0x,Retira integralmente a tarifa fixa evitada.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,20.176777,25.452459,30.439648,534314.958640,667428.306306,805010.357810,1.000000
sem_tarifa_fixa,outbound_extremo,8,7,365,alto_2_0x,Retira integralmente a tarifa fixa evitada.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,20.176777,25.452459,30.439648,1068629.917280,1334856.612612,1610020.715619,1.000000
iof_incerto_zero,outbound_extremo,8,7,365,baixo_0_5x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,16.968374,20.155638,23.521715,225049.020995,264561.523017,307393.684272,1.000000
iof_incerto_zero,outbound_extremo,8,7,365,central_1_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,14.654525,17.823487,21.167383,389418.049246,468323.053955,553494.473575,1.000000
iof_incerto_zero,outbound_extremo,8,7,365,alto_2_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,13.515878,16.703286,20.029768,718156.105747,875846.115831,1044654.769315,1.000000
piso_sem_componentes_incertos,outbound_extremo,8,7,365,baixo_0_5x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,7.880680,9.908959,12.256103,104837.390817,130332.166948,157897.017486,1.000000
piso_sem_componentes_incertos,outbound_extremo,8,7,365,central_1_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,7.880680,9.908959,12.256103,209674.781634,260664.333896,315794.034971,1.000000
piso_sem_componentes_incertos,outbound_extremo,8,7,365,alto_2_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,7.880680,9.908959,12.256103,419349.563267,521328.667793,631588.069942,1.000000
carry_25bps,outbound_extremo,8,7,365,baixo_0_5x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,20.966728,25.457649,29.671611,279087.734327,333662.705389,393757.800480,1.000000
carry_25bps,outbound_extremo,8,7,365,central_1_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,18.731295,23.084898,27.315390,496375.480316,606045.405775,725195.609492,1.000000
carry_25bps,outbound_extremo,8,7,365,alto_2_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,17.658030,21.936038,26.130892,933473.201197,1153440.292315,1386451.224817,1.000000
combinado_severo,outbound_extremo,8,7,365,baixo_0_5x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,120925864.225000,132009276.945000,141484559.035000,3.892667,5.284064,6.808809,53550.527702,69302.318994,87353.265598,1.000000
combinado_severo,outbound_extremo,8,7,365,central_1_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,241851728.450000,264018553.890000,282969118.070000,3.892667,5.284064,6.808809,107101.055404,138604.637988,174706.531196,1.000000
combinado_severo,outbound_extremo,8,7,365,alto_2_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,241851728.450000,264018553.890000,282969118.070000,483703456.900000,528037107.780000,565938236.140000,3.892667,5.284064,6.808809,214202.110808,277209.275976,349413.062393,1.000000
